,Player,Nation,Team,Comp,Pos,90s,Age,Ast,G+A,G-PK,G/Sh,G/SoT,Gls/90,Int/90,MP,Min,PK,PKatt,PKm,Sh/90,SoT%,SoT/90,Starts,Subs,TklW/90,unSub,Gls,Int,Sh,SoT
93,Dailon Livramento,Cape Verde,MVV Maastricht,nl Eerste Divisie,FW,15.399999999999999,22.5,0.05,0.5,0.39999999999999997,0.15,0.385,0.45,0.3,32.0,1389.0,0.0,0.0,0.0,2.25,36.7,0.8999999999999999,12.5,19.5,0.75,4.5,0.1,0.3,1.2,0.4
94,Chris Wood,New Zealand,Nottingham Forest,eng Premier League,FW,26.5,31.5,0.05,0.7,0.6,0.27,0.515,0.6499999999999999,0.1,33.5,2385.5,0.05,0.05,0.0,2.25,52.85,1.2000000000000002,27.5,6.0,0.2,0.0,0.6,0.2,2.1,1.1
95,Ragnar Ache,Germany,Kaiserslautern,de 2. Bundesliga,FW,21.200000000000003,25.5,0.0,0.8,0.8,0.175,0.37,0.8,0.1,28.0,1910.5,0.0,0.0,0.0,4.6,47.15,2.2,23.0,5.0,0.2,0.0,0.8,0.1,4.8,2.4
96,Donyell Malen,Netherlands,Dortmund,de Bundesliga,MFFW,15.0,24.5,0.05,0.6499999999999999,0.6499999999999999,0.18,0.38,0.6499999999999999,0.2,27.5,1350.0,0.0,0.0,0.0,3.45,47.05,1.65,14.5,13.0,0.4,3.5,0.6,0.3,3.3,1.5
97,Jamie Vardy,England,Leicester City,eng Championship,FW,25.5,36.5,0.1,0.7,0.5,0.19,0.38,0.6,0.15000000000000002,35.0,2295.5,0.1,0.2,0.05,2.4,49.099999999999994,1.2000000000000002,26.5,8.5,0.30000000000000004,1.0,0.3,0.2,1.8,0.8
98,Cherif Ndiaye,Senegal,2 Teams,2 Comps,FW,20.05,27.5,0.2,1.0,0.6499999999999999,0.64,0.74,0.75,0.1,29.5,1807.5,0.1,0.1,0.0,1.35,79.25,0.8,21.5,8.0,0.1,2.0,0.9,0.2,2.6,1.5
99,André-Pierre Gignac,France,UANL,mx Liga MX,FW,15.950000000000001,37.5,0.2,0.85,0.5,0.13,0.305,0.6499999999999999,0.2,22.0,1434.0,0.2,0.2,0.05,3.9499999999999997,42.45,1.65,17.0,5.0,0.25,1.0,0.6,0.2,4.6,1.9
100,Diego Valdés,Chile,América,mx Liga MX,MF,14.850000000000001,29.5,0.3,0.55,0.3,0.085,0.22,0.3,0.35,23.5,1336.5,0.0,0.0,0.0,3.15,33.95,1.1,14.5,9.0,0.4,0.0,0.0,0.2,2.9,0.9
101,M'Baye Niang,Senegal,2 Teams,2 Comps,FW,15.7,28.5,0.05,0.55,0.25,0.09,0.22999999999999998,0.44999999999999996,0.2,23.0,1416.0,0.2,0.2,0.0,3.0999999999999996,38.849999999999994,1.2000000000000002,15.5,7.5,0.5,1.0,0.2,0.2,3.3,1.1
102,Semih Kılıçsoy,Turkey,Beşiktaş,tr Süper Lig,MFFW,16.6,17.5,0.15000000000000002,0.55,0.35,0.13,0.305,0.4,0.25,27.5,1496.0,0.05,0.05,0.0,2.7,40.0,1.1,15.5,12.0,0.6499999999999999,4.5,0.2,0.2,2.4,0.9
103,Leandro Trossard,Belgium,Arsenal,eng Premier League,FWMF,23.3,28.5,0.15000000000000002,0.6,0.5,0.155,0.455,0.5,0.4,36.0,2097.5,0.0,0.0,0.0,2.9,33.650000000000006,1.0,23.0,13.0,0.7,1.5,0.3,0.4,2.5,0.8
104,Omri Gandelman,Israel,Gent,be Belgian Pro League,MF,19.1,23.5,0.2,0.65,0.4,0.19,0.41000000000000003,0.4,0.6499999999999999,31.5,1717.0,0.0,0.0,0.0,2.15,45.55,1.0,18.0,13.5,1.0,3.0,0.2,0.6,1.8,0.7
105,Abdallah Sima,Senegal,Rangers,sct Scottish Premiership,MFFW,15.9,22.5,0.1,0.7,0.55,0.16499999999999998,0.44499999999999995,0.55,0.2,26.0,1430.0,0.0,0.0,0.0,3.3499999999999996,38.55,1.25,15.5,10.5,0.9,0.5,0.5,0.1,2.8,1.2
106,Noah Saadaoui,Morocco,Goa,in Indian Super League,MFFW,16.65,29.5,0.3,0.8500000000000001,0.4,0.08,0.225,0.5,0.44999999999999996,19.5,1497.5,0.15000000000000002,0.15000000000000002,0.0,4.9,35.4,1.75,16.0,3.5,0.9,0.0,0.4,0.3,4.7,1.7
107,Hiroshi Ibusuki,Japan,Adelaide United,au A-League Men,FW,19.4,32.5,0.1,0.75,0.6000000000000001,0.15,0.33499999999999996,0.7,0.15000000000000002,25.0,1744.0,0.1,0.1,0.0,3.75,45.099999999999994,1.7,21.5,3.5,0.4,0.0,0.5,0.1,3.3,1.5
108,Victor Boniface,Nigeria,Leverkusen,de Bundesliga,FW,14.2,22.5,0.3,1.05,0.6499999999999999,0.14500000000000002,0.365,0.75,0.0,21.0,1277.0,0.1,0.15000000000000002,0.05,4.65,38.9,1.8,15.0,6.0,0.30000000000000004,2.5,0.7,0.0,4.6,1.6
109,Benjamin Šeško,Slovenia,RB Leipzig,de Bundesliga,FW,21.7,20.5,0.15000000000000002,0.8,0.6000000000000001,0.22999999999999998,0.455,0.65,0.2,32.0,1953.0,0.05,0.05,0.0,2.7,49.400000000000006,1.35,23.5,8.5,0.2,1.0,0.5,0.2,2.6,1.2
110,Paul Onuachu,Nigeria,Trabzonspor,tr Süper Lig,FW,14.299999999999999,29.5,0.15000000000000002,0.75,0.6,0.185,0.45,0.6,0.1,23.0,1285.0,0.0,0.0,0.0,3.25,41.7,1.35,15.0,8.0,0.30000000000000004,2.0,0.3,0.1,2.9,1.3
111,Franculino Djú,Guinea-Bissau,Midtjylland,dk Danish Superliga,FW,17.5,19.5,0.2,0.8,0.6,0.18,0.41000000000000003,0.6499999999999999,0.5,27.5,1576.0,0.05,0.05,0.0,3.3,44.8,1.5,19.0,8.5,0.5,0.5,0.6,0.3,3.3,1.5
112,Fran Brodić,Croatia,2 Teams,hr Hrvatska NL,FWMF,22.95,26.5,0.15000000000000002,0.7,0.5,0.16,0.38,0.55,0.2,27.5,2068.0,0.05,0.1,0.0,2.95,42.4,1.25,23.0,4.5,0.6,3.5,0.3,0.2,2.5,1.0
113,Nicolás Ibáñez,Argentina,UANL,mx Liga MX,FW,18.799999999999997,28.5,0.15,0.65,0.4,0.125,0.33,0.5,0.15000000000000002,31.5,1693.0,0.05,0.1,0.05,3.05,37.75,1.2,17.0,14.5,0.45,1.0,0.3,0.1,2.8,0.7
114,Yankuba Minteh,Gambia,Feyenoord,nl Eredivisie,MFFW,18.299999999999997,19.5,0.25,0.7,0.44999999999999996,0.18,0.4,0.44999999999999996,0.4,29.5,1647.0,0.0,0.0,0.0,2.6,45.0,1.15,18.5,11.0,1.85,1.5,0.3,0.6,1.7,0.8
115,Duje Čop,Croatia,Lokomotiva,hr Hrvatska NL,FW,21.65,33.5,0.15000000000000002,0.7,0.44999999999999996,0.175,0.32,0.5,0.1,27.5,1945.5,0.15000000000000002,0.15000000000000002,0.05,2.3,55.4,1.3,21.5,6.0,0.5,0.5,0.3,0.1,2.3,1.3
116,Sergio Canales,Spain,Monterrey,mx Liga MX,MFFW,22.65,32.5,0.3,0.8500000000000001,0.4,0.135,0.33,0.55,0.35,25.5,2037.0,0.15000000000000002,0.15000000000000002,0.0,3.0,41.45,1.25,24.0,1.5,0.5,0.0,0.5,0.4,3.1,1.4
117,Talisca,Brazil,Al-Nassr,sa Saudi Pro League,MFFW,17.85,29.5,0.2,1.05,0.7,0.14,0.365,0.9,0.3,21.5,1608.0,0.2,0.2,0.0,5.25,40.349999999999994,2.1,18.5,3.0,0.65,0.0,0.8,0.3,5.5,2.4
118,Gonçalo Ramos,Portugal,Paris Saint-Germain,fr Ligue 1,FW,13.8,22.5,0.2,0.9500000000000001,0.6499999999999999,0.16499999999999998,0.365,0.75,0.15,25.5,1242.5,0.15000000000000002,0.2,0.05,4.05,48.2,2.0,14.0,11.5,0.75,1.5,0.8,0.0,4.6,2.7
119,Elijah Adebayo,England,Luton Town,eng Premier League,FW,21.35,25.5,0.0,0.4,0.4,0.2,0.435,0.4,0.3,33.0,1922.0,0.0,0.0,0.0,2.25,46.55,1.05,23.5,9.5,0.25,0.5,0.2,0.3,2.6,1.2
120,Chris Bedia,Ivory Coast,2 Teams,2 Comps,FW,18.85,27.5,0.1,0.65,0.44999999999999996,0.165,0.315,0.55,0.1,31.0,1699.5,0.1,0.15000000000000002,0.05,2.7,51.85,1.45,17.5,13.5,0.35,5.0,0.4,0.0,2.5,1.0
121,Myziane Maolida,Comoros,2 Teams,2 Comps,MFFW,23.5,24.5,0.05,0.65,0.45,0.14,0.29,0.6,0.55,26.0,2115.5,0.1,0.1,0.0,3.25,48.45,1.55,24.5,1.5,0.5,0.5,0.5,0.9,3.3,1.6
122,Alejandro Marqués,Venezuela,Estoril,pt Primeira Liga,FW,16.95,22.5,0.05,0.6499999999999999,0.45,0.175,0.45499999999999996,0.6,0.30000000000000004,32.0,1526.5,0.15000000000000002,0.15000000000000002,0.0,2.5999999999999996,38.85,1.0,14.0,18.0,0.4,2.0,0.6,0.4,1.9,0.8
123,Robin Hack,Germany,Gladbach,de Bundesliga,FWMF,19.55,24.5,0.2,0.65,0.44999999999999996,0.15000000000000002,0.31,0.44999999999999996,0.65,31.0,1760.0,0.0,0.0,0.0,2.65,46.3,1.25,20.5,10.5,0.7,2.0,0.2,0.4,2.4,1.0
124,Budu Zivzivadze,Georgia,Karlsruher,de 2. Bundesliga,FW,20.8,29.5,0.15000000000000002,0.8,0.65,0.18,0.43999999999999995,0.65,0.3,31.0,1875.5,0.0,0.0,0.0,3.75,40.4,1.55,20.0,11.0,0.9,1.0,0.5,0.3,3.0,1.1
125,Dimitris Diamantakos,Greece,Kerala Blasters,in Indian Super League,FW,15.4,30.5,0.15000000000000002,0.7000000000000001,0.44999999999999996,0.155,0.33999999999999997,0.55,0.15000000000000002,18.0,1385.5,0.15000000000000002,0.15000000000000002,0.0,2.55,43.4,1.15,16.5,1.5,0.3,0.0,0.2,0.2,2.2,0.7
126,Louie Barry,England,Stockport,eng League Two,FWMF,18.1,20.5,0.2,0.8500000000000001,0.5,0.16,0.38,0.6499999999999999,0.4,23.5,1630.5,0.15000000000000002,0.2,0.05,3.15,43.55,1.4,20.5,3.0,0.4,0.0,0.7,0.5,3.4,1.8
127,Paulinho,Portugal,Sporting CP,pt Primeira Liga,FW,21.95,30.5,0.25,1.25,0.9,0.255,0.49,0.9,0.1,31.5,1977.5,0.0,0.0,0.0,3.6999999999999997,51.75,1.9,20.5,11.0,0.7,0.5,0.8,0.1,3.3,1.7
128,Adriano Grimaldi,Germany,Paderborn 07,de 2. Bundesliga,FW,13.35,32.5,0.15000000000000002,0.8,0.6499999999999999,0.17,0.385,0.6499999999999999,0.15000000000000002,28.5,1202.5,0.0,0.05,0.05,3.9000000000000004,43.75,1.65,10.0,18.5,0.4,0.0,0.7,0.1,4.7,1.8
129,Lucas Stassin,Belgium,Westerlo,be Belgian Pro League,FW,19.95,18.5,0.2,0.8,0.55,0.235,0.52,0.55,0.30000000000000004,29.5,1794.5,0.0,0.0,0.0,2.5,45.1,1.1,21.0,8.5,0.5,1.0,0.5,0.2,2.3,1.1
130,Jizz Hornkamp,Netherlands,Heracles Almelo,nl Eredivisie,FW,15.950000000000001,25.5,0.1,0.7,0.4,0.155,0.35,0.6,0.2,21.5,1433.5,0.15000000000000002,0.15000000000000002,0.0,2.65,44.5,1.2,17.0,4.5,0.4,0.0,0.5,0.2,2.3,1.0
131,Michael Olise,France,Crystal Palace,eng Premier League,MFFW,20.049999999999997,21.5,0.5,1.05,0.55,0.15000000000000002,0.38,0.6,0.44999999999999996,26.5,1804.5,0.05,0.05,0.0,3.65,39.349999999999994,1.45,21.0,5.5,0.75,0.0,0.5,0.3,3.3,1.4
132,Kieffer Moore,Wales,2 Teams,2 Comps,DFFW,16.75,30.5,0.05,0.44999999999999996,0.4,0.115,0.295,0.44999999999999996,0.15000000000000002,26.5,1507.5,0.05,0.1,0.05,3.2,38.099999999999994,1.25,16.0,10.5,0.5,7.0,0.3,0.2,2.9,1.0
133,Mohammed Fuseini,Ghana,2 Teams,2 Comps,FW,16.3,21.5,0.1,0.65,0.55,0.16,0.48,0.6,0.4,29.5,1464.0,0.05,0.05,0.0,3.7,33.05,1.25,15.5,14.0,0.4,2.5,0.5,0.4,2.6,0.8
134,Pierre-Yves Hamel,France,Paris FC,fr Ligue 2,FW,11.95,29.5,0.0,0.55,0.55,0.19,0.545,0.55,0.30000000000000004,22.0,1076.0,0.0,0.0,0.0,2.85,35.35,1.0,12.0,10.0,0.75,0.5,0.5,0.2,3.1,0.9
135,Darío Osorio,Chile,Midtjylland,dk Danish Superliga,MF,15.2,19.5,0.1,0.5,0.35,0.11000000000000001,0.29000000000000004,0.4,1.0,23.5,1370.0,0.05,0.05,0.0,3.35,34.8,1.15,16.0,7.5,1.3,1.5,0.2,1.0,3.6,1.0
136,Dennis Eckert,Germany,Union SG,be Belgian Pro League,FW,22.9,26.5,0.05,0.44999999999999996,0.30000000000000004,0.095,0.24,0.4,0.2,33.5,2061.0,0.1,0.15000000000000002,0.0,3.05,39.4,1.2,24.0,9.5,0.6000000000000001,3.5,0.2,0.2,2.5,1.0
137,Jean-Pierre Nsame,Cameroon,2 Teams,2 Comps,FW,11.75,30.5,0.15000000000000002,0.65,0.44999999999999996,0.16499999999999998,0.48,0.5,0.1,22.5,1059.0,0.05,0.1,0.1,2.65,36.95,1.05,10.5,12.0,0.2,6.0,0.3,0.2,2.0,0.5
138,Aaron Connolly,Republic of Ireland,Hull City,eng Championship,FW,11.8,23.5,0.0,0.4,0.4,0.155,0.33,0.4,0.15000000000000002,26.0,1060.0,0.0,0.05,0.05,2.4,46.95,1.1,10.5,15.5,0.30000000000000004,10.5,0.2,0.1,1.8,0.9
139,Diego Maurício,Brazil,Odisha,in Indian Super League,FW,14.45,32.5,0.25,0.9,0.45,0.145,0.37,0.7,0.1,21.0,1304.0,0.2,0.3,0.1,3.2,37.9,1.2000000000000002,15.0,6.0,0.35,0.5,0.6,0.0,3.4,1.1
140,Diogo Jota,Portugal,Liverpool,eng Premier League,FW,13.0,26.5,0.2,0.85,0.65,0.18,0.48,0.65,0.6,23.5,1170.5,0.0,0.0,0.0,3.5,37.15,1.3,14.0,9.5,0.85,2.0,0.5,0.6,3.8,1.0
141,Steven Fletcher,Scotland,Wrexham,eng League Two,FW,12.3,36.5,0.05,0.6499999999999999,0.55,0.13,0.295,0.6499999999999999,0.30000000000000004,36.5,1110.5,0.1,0.1,0.0,4.35,44.849999999999994,1.9500000000000002,6.0,30.5,0.4,0.0,0.7,0.2,4.5,2.1
142,Ellis Harrison,Wales,2 Teams,2 Comps,FW,12.7,29.5,0.1,0.55,0.5,0.22000000000000003,0.47000000000000003,0.5,0.4,31.5,1142.5,0.0,0.0,0.0,2.7,46.0,1.2,9.5,22.0,0.55,4.5,0.4,0.2,1.4,0.7
143,Sandro Kulenović,Croatia,2 Teams,hr Hrvatska NL,FWMF,16.85,23.5,0.05,0.7,0.6,0.16,0.385,0.6499999999999999,0.25,29.5,1514.0,0.1,0.1,0.0,3.5,41.900000000000006,1.5,16.5,13.0,0.45,4.5,0.7,0.2,3.5,1.6
144,Samuel Ntamack,France,Annecy FC,fr Ligue 2,FW,15.8,22.5,0.1,0.65,0.45,0.14,0.315,0.55,0.3,28.5,1422.5,0.1,0.15000000000000002,0.05,3.25,44.5,1.4,15.5,13.0,0.25,1.5,0.4,0.3,3.4,1.2
145,Anastasios Douvikas,Greece,2 Teams,2 Comps,FW,13.149999999999999,23.5,0.15000000000000002,0.6499999999999999,0.5,0.195,0.375,0.5,0.15,33.5,1182.5,0.0,0.0,0.0,2.4000000000000004,51.650000000000006,1.25,10.5,23.0,0.55,3.0,0.4,0.3,2.2,1.0
146,Djaniny,Cape Verde,Al-Fateh,sa Saudi Pro League,FW,15.350000000000001,32.5,0.05,0.55,0.5,0.185,0.35,0.5,0.15000000000000002,21.5,1382.0,0.0,0.05,0.05,2.45,51.0,1.25,15.0,6.5,0.35,0.5,0.3,0.2,2.1,1.0
147,Vikram Singh,India,Mumbai City,in Indian Super League,MFFW,13.600000000000001,21.5,0.15,0.45,0.3,0.11,0.26,0.35,0.8,20.0,1222.5,0.05,0.05,0.0,2.4000000000000004,39.099999999999994,0.95,15.5,4.5,1.6500000000000001,0.5,0.1,0.8,2.1,0.7
148,Patrik Schick,Czech Republic,Leverkusen,de Bundesliga,FW,15.25,27.5,0.0,0.8500000000000001,0.8,0.21999999999999997,0.525,0.8500000000000001,0.2,25.5,1373.5,0.1,0.1,0.0,3.5,41.25,1.4500000000000002,15.5,10.0,0.3,3.0,1.1,0.2,3.6,1.8
149,Armando Sadiku,Albania,Mohun Bagan,in Indian Super League,FWMF,12.85,32.5,0.1,0.8,0.55,0.13,0.345,0.6499999999999999,0.3,21.5,1157.0,0.1,0.1,0.0,4.300000000000001,37.400000000000006,1.6,12.0,9.5,0.25,0.5,0.6,0.3,4.2,1.5
150,Mathys Tel,France,Bayern Munich,de Bundesliga,MFFW,12.35,18.5,0.30000000000000004,0.65,0.35,0.095,0.23500000000000001,0.4,0.4,25.5,1108.5,0.05,0.05,0.0,3.1,39.15,1.2,9.5,16.0,0.4,7.0,0.2,0.2,2.5,0.9
151,Chuba Akpom,England,2 Teams,2 Comps,FWMF,14.0,27.5,0.2,0.85,0.6,0.195,0.38,0.65,0.1,27.5,1260.0,0.05,0.05,0.05,3.05,50.6,1.55,11.5,16.0,0.7,4.0,0.4,0.0,2.6,1.3
152,José Luis Morales,Spain,Villarreal,es La Liga,FWMF,20.6,36.5,0.05,0.55,0.5,0.23500000000000001,0.52,0.5,0.5,35.5,1854.5,0.0,0.0,0.0,2.05,44.900000000000006,0.9,22.0,13.5,0.35,4.5,0.4,0.5,1.9,0.8
153,Florian Niederlechner,Germany,Hertha BSC,de 2. Bundesliga,MFFW,11.850000000000001,32.5,0.05,0.6,0.55,0.22000000000000003,0.44999999999999996,0.55,0.15000000000000002,27.0,1069.0,0.0,0.0,0.0,2.5999999999999996,49.5,1.3,12.5,14.5,0.8,5.0,0.5,0.2,2.9,1.5
154,Wesley Saïd,France,Lens,fr Ligue 1,FW,10.7,28.5,0.05,0.5,0.44999999999999996,0.16999999999999998,0.4,0.44999999999999996,0.30000000000000004,25.5,962.5,0.0,0.0,0.0,2.85,41.7,1.2,11.0,14.5,0.75,1.5,0.3,0.2,1.7,0.7
155,Jeremy Bokila,DR Congo,Willem II,nl Eerste Divisie,FW,13.25,34.5,0.15000000000000002,0.75,0.5,0.14,0.33999999999999997,0.6,0.15000000000000002,30.5,1193.0,0.1,0.1,0.0,3.05,39.5,1.25,9.0,21.5,0.5,1.5,0.2,0.1,2.0,0.7
156,Andi Zeqiri,Switzerland,Genk,be Belgian Pro League,FW,15.2,24.5,0.05,0.6499999999999999,0.4,0.08,0.24,0.6,0.35,27.5,1367.0,0.2,0.2,0.0,4.5,33.55,1.5,16.0,11.5,0.35,5.0,0.5,0.2,3.3,1.1
157,Luis Vázquez,Argentina,Anderlecht,be Belgian Pro League,FW,11.75,22.5,0.1,0.6000000000000001,0.44999999999999996,0.125,0.28500000000000003,0.5,0.1,37.5,1058.5,0.05,0.05,0.0,3.45,44.1,1.5,6.0,31.5,0.65,1.5,0.3,0.0,2.7,1.1
158,Luis Javier Suárez,Colombia,Almería,es La Liga,FWMF,25.299999999999997,25.5,0.1,0.75,0.5,0.12,0.32499999999999996,0.6499999999999999,0.1,28.0,2277.5,0.15000000000000002,0.15000000000000002,0.0,4.0,37.25,1.5,25.5,2.5,0.4,0.0,0.7,0.2,4.1,1.6
159,Troy Parrott,Republic of Ireland,Excelsior,nl Eredivisie,FW,20.9,21.5,0.15000000000000002,0.75,0.55,0.185,0.39,0.6,0.1,26.5,1882.0,0.05,0.05,0.0,2.85,48.05,1.4,22.5,4.0,0.4,0.5,0.6,0.1,2.7,1.4
160,Domenico Berardi,Italy,Sassuolo,it Serie A,MFFW,20.45,28.5,0.35,0.8,0.25,0.07500000000000001,0.195,0.4,0.8500000000000001,23.0,1842.5,0.15,0.15,0.0,3.1,38.7,1.2,21.0,2.0,0.7,1.5,0.2,0.9,3.0,0.9
161,Chris Martin,Scotland,Bristol Rovers,eng League One,FW,22.75,34.5,0.1,0.55,0.4,0.22000000000000003,0.41500000000000004,0.44999999999999996,0.15000000000000002,28.5,2045.5,0.05,0.05,0.0,1.6,51.3,0.8,22.0,6.5,0.2,0.5,0.3,0.2,1.1,0.5
162,Davide Frattesi,Italy,Inter,it Serie A,MF,12.1,23.5,0.2,0.6000000000000001,0.5,0.185,0.53,0.5,0.4,30.0,1090.0,0.0,0.0,0.0,2.55,36.2,0.95,7.5,22.5,0.7,6.0,0.4,0.3,2.1,0.6
163,Jayden Addai,Netherlands,2 Teams,2 Comps,MFFW,16.0,17.5,0.2,0.8,0.45,0.12,0.30500000000000005,0.6,0.25,28.0,1441.0,0.15000000000000002,0.15000000000000002,0.0,3.7,39.7,1.45,17.0,11.0,1.0,9.5,0.6,0.3,4.3,1.5
164,Julian Rijkhoff,Netherlands,3 Teams,3 Comps,FW,16.5,18.5,0.0,0.5,0.44999999999999996,0.19,0.33,0.5,0.15000000000000002,25.0,1487.5,0.05,0.05,0.0,2.3,55.45,1.25,18.5,6.5,0.35,5.0,0.4,0.1,2.5,1.2
165,Nicolás González,Argentina,Fiorentina,it Serie A,MF,22.9,23.5,0.1,0.55,0.35,0.15000000000000002,0.43000000000000005,0.4,0.6499999999999999,28.5,2057.0,0.0,0.05,0.05,2.8,35.400000000000006,1.0,23.5,5.0,0.8500000000000001,2.0,0.2,0.7,1.5,0.4
166,German Onugkha,Russia,Vejle BK,dk Danish Superliga,FW,24.65,27.5,0.05,0.6,0.55,0.185,0.365,0.6,0.15000000000000002,28.0,2217.5,0.0,0.05,0.05,3.05,50.3,1.5,25.5,2.5,0.2,2.0,0.6,0.2,3.4,1.5
167,Andreas Hountondji,Benin,Rodez AF,fr Ligue 2,FW,18.55,21.5,0.15000000000000002,0.6000000000000001,0.44999999999999996,0.15,0.365,0.44999999999999996,0.1,30.5,1666.5,0.0,0.0,0.0,2.9,40.8,1.2000000000000002,19.5,11.0,0.15000000000000002,7.0,0.3,0.1,2.8,1.1
168,Youssef En-Nesyri,Morocco,Sevilla,es La Liga,FW,25.4,26.5,0.15000000000000002,0.8500000000000001,0.7,0.2,0.485,0.75,0.2,33.5,2285.5,0.0,0.0,0.0,3.75,40.45,1.5,25.0,8.5,0.30000000000000004,0.5,0.9,0.1,4.9,1.9
169,Romano Postema,Netherlands,Groningen,nl Eerste Divisie,FW,22.8,21.5,0.05,0.39999999999999997,0.3,0.14,0.275,0.35,0.30000000000000004,32.0,2051.5,0.05,0.05,0.0,1.95,47.15,0.95,23.5,8.5,0.5,1.5,0.1,0.4,1.6,0.7
170,Maximilian Entrup,Austria,Hartberg,at Austrian Bundesliga,FW,20.65,26.5,0.1,0.7,0.55,0.20500000000000002,0.465,0.6,0.15,25.0,1857.5,0.0,0.0,0.0,2.7,46.0,1.25,22.0,3.0,0.4,0.0,0.6,0.3,2.8,1.1
171,Jhon Córdoba,Colombia,Krasnodar,ru Russian Premier League,FW,25.65,30.5,0.15000000000000002,0.7,0.55,0.16999999999999998,0.41500000000000004,0.55,0.15,26.0,2311.0,0.0,0.0,0.0,3.0999999999999996,40.95,1.3,26.0,0.0,0.25,0.0,0.5,0.0,3.3,1.5
172,Salomón Rondón,Venezuela,Pachuca,mx Liga MX,FW,20.450000000000003,33.5,0.15000000000000002,0.7,0.45,0.12000000000000001,0.32,0.55,0.1,23.5,1842.5,0.05,0.05,0.0,3.9,36.95,1.4500000000000002,19.5,4.0,0.25,0.0,0.5,0.2,3.5,1.3
173,Moussa Dembélé,France,Al-Ettifaq,sa Saudi Pro League,FW,19.25,27.5,0.1,0.6,0.4,0.15,0.32499999999999996,0.5,0.1,22.0,1733.5,0.1,0.1,0.0,2.5,46.55,1.15,21.0,1.0,0.25,0.0,0.4,0.0,2.0,1.0
174,Kevin Carlos,Spain,Yverdon-Sport,ch Swiss Super League,FW,24.1,22.5,0.1,0.6499999999999999,0.6,0.15000000000000002,0.33499999999999996,0.6,0.1,35.0,2169.0,0.0,0.0,0.0,3.8,44.8,1.7000000000000002,22.5,12.5,0.25,0.5,0.6,0.1,4.3,1.8
175,Steven Bergwijn,Netherlands,Ajax,nl Eredivisie,MFFW,21.8,25.5,0.25,0.8,0.4,0.15,0.29,0.6,0.2,25.0,1961.5,0.15000000000000002,0.15000000000000002,0.0,2.85,49.95,1.4,23.5,1.5,0.6499999999999999,0.0,0.6,0.2,2.6,1.4
176,Martijn Kaars,Netherlands,Helmond Sport,nl Eerste Divisie,FWMF,35.4,24.5,0.1,0.6499999999999999,0.5,0.195,0.385,0.6,0.2,35.5,3185.5,0.1,0.1,0.0,2.55,50.65,1.25,35.5,0.0,0.30000000000000004,0.0,0.6,0.2,2.5,1.3
177,Dimitri Petratos,Australia,Mohun Bagan,in Indian Super League,FWMF,15.100000000000001,30.5,0.25,0.75,0.30000000000000004,0.08,0.225,0.44999999999999996,0.05,20.5,1358.5,0.15000000000000002,0.15000000000000002,0.0,3.6,36.0,1.2999999999999998,15.0,5.5,0.25,0.5,0.3,0.1,3.2,1.2
178,Michael Johnston,Republic of Ireland,2 Teams,2 Comps,MF,19.75,24.5,0.15000000000000002,0.44999999999999996,0.35,0.155,0.35000000000000003,0.35,0.4,34.0,1774.0,0.0,0.0,0.0,2.45,39.05,0.9,21.5,12.5,0.6,2.5,0.1,0.5,2.8,0.8
179,Cedric Itten,Switzerland,Young Boys,ch Swiss Super League,FW,18.85,26.5,0.15000000000000002,0.6,0.45,0.115,0.32499999999999996,0.5,0.15000000000000002,32.0,1697.5,0.1,0.1,0.0,3.75,34.5,1.2999999999999998,17.0,15.0,0.6,1.5,0.4,0.2,3.6,1.2
180,Salem Al-Dawsari,Saudi Arabia,Al-Hilal,sa Saudi Pro League,MF,28.15,31.5,0.35,0.85,0.5,0.17,0.365,0.55,0.35,29.5,2533.5,0.05,0.05,0.0,2.75,47.3,1.3,29.5,0.0,1.2999999999999998,0.0,0.5,0.4,2.8,1.3
181,Bengali-Fodé Koita,Guinea,Sivasspor,tr Süper Lig,MFFW,16.1,32.5,0.05,0.44999999999999996,0.4,0.16499999999999998,0.3,0.44999999999999996,0.15000000000000002,25.0,1447.5,0.05,0.05,0.0,2.3,54.3,1.3,17.0,8.0,0.5,0.0,0.3,0.2,1.9,0.9
182,Mohamed Bamba,Ivory Coast,2 Teams,2 Comps,FW,18.049999999999997,20.0,0.1,0.39999999999999997,0.3,0.12000000000000001,0.325,0.35,0.7999999999999999,22.0,1624.0,0.05,0.05,0.0,2.0,36.05,0.8,19.0,3.0,0.8,3.0,0.1,1.4,1.3,0.4
183,Chadrac Akolo,DR Congo,St. Gallen,ch Swiss Super League,FW,21.45,28.5,0.2,0.6499999999999999,0.44999999999999996,0.135,0.26,0.44999999999999996,0.1,34.0,1929.5,0.0,0.05,0.05,3.3,52.55,1.75,24.0,10.0,0.7,1.5,0.3,0.1,3.1,1.8
184,Ousmane Camara,Guinea,2 Teams,fr Ligue 2,MFFW,13.05,21.5,0.1,0.55,0.44999999999999996,0.13,0.315,0.44999999999999996,0.15000000000000002,20.0,1174.0,0.0,0.0,0.0,3.1,40.75,1.3,14.0,6.0,0.95,2.5,0.3,0.1,3.2,0.9
185,Gennaro Borrelli,Italy,2 Teams,2 Comps,FW,22.35,23.5,0.05,0.44999999999999996,0.35,0.11000000000000001,0.315,0.35,0.2,31.5,2009.0,0.05,0.05,0.0,3.05,34.0,1.05,22.0,9.5,0.35,1.5,0.2,0.3,3.2,1.0
